,Tweets,Score
2018,3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. unhappy ,0
403, arrived on the back of a little tipper lorry smile,1
521,Hiii. . Gentleman Commander (Bryannousaurus) happy,1
1360,- Thank you tons.1,0
952,online shopping timmeee. anyone got good site suggestions? happy,1
1325,Can you say Hi julia ??pleasee crying  ,0
1625,wow unhappy  people are so mean  ,0
456, no offence :)** Don't want to hurt anyone. All i,1
1319, but the customs of Argentina that fill you with paperwork unhappy ,0
505,thanks for the recent follow. Much appreciated happy  Want this,1
1426,I miss my dogs too unhappy ,0
2101, sob. unhappy ,0
858,Will you do before and after pictures? I always enjoy your swanky hair happy,1
1345, i want to go to an m's game unhappy ,0
2114,talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me unhappy ,0
1217,unhappy  how come people like this have children where's the state intervention ,0
141,you guys are entertaining and insightful... and one of the reasons i have been really enjoying LPL a lot more this season :D,1
1768,only pure evil people unhappy .1,0
1655, and winning giveaways etc unhappy ,0
1922,Bantay? unhappy ,0
899,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this.3,1
681,Those chibis though!!' :D,1
719, I'd say :D,1
206,Sydney tomorrow,1
729,THANK YOU happy,1
1334,I won't. if i do it's probably for phil but he hasn't seen me yet unhappy ,0
1437,And I miss my bedroom too unhappy ,0
1916,Roc Boyz sad  ,0
2201,Long time no chat sad ,0
1893,damn ify ate unhappy ,0
1261,I miss Big brother unhappy ,0
280,RT: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeB,1
1341,she is! HAHA but I wanted to look like v unhappy ,0
1464,RELATABLE unhappy ,0
966,pips singing let it snow crying with joy,1
1820,I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better,0
811, positive and loving always happy,1
125,Have a great day everyone happy,1
2043,Definitely my arms unhappy  .14,0
1708,i'm hungry unhappy ,0
1936, if i get 900 retweets and 900 likes. help me :(un.2,0
1822,All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy ,0
1153,Thanks for the recent follow Happy to connect happy  have a great Thursday..30,1
475,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via.1,1
171,If this gets 70rts I will giveaway 5 minecraft accounts and an origin account randomly to people who retw,1
438,This never happened with our happy.1,1
2068,Still NO sign - it's a very small area ( Gardens ) and it would be very obvious sad  quite a few eyes now ,0
1521, I always know when it come but have no fucking clue how it goes unhappy  ,0
2091,my puppies deserves all better unhappy  .1,0
1917,i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy ,0
1441,I miss my baby unhappy  ,0
1715,Babye old twitter unhappy ,0
529,Hiii. . Reece (ReeceBoast) happy,1
679,mutual: let's talk more!me: for sure!mutual:  happy  me:.7,1
278,Good luck to Rich riding for great project in this Sunday. Can you donate?.1,1
1980,One year ago today unhappy  ,0
1112,CSGOBOUNTY GIVEAWAY - 1 random KEY. 25 RETWEETS,1
584,Well.1,1
26,Nothing is ever as it seems. What looks bad today,1
482,hi cham,1
320,The world is so big. Too big for our problems and worries to take over our world. There is much to smile for happy,1
2025, it's just got 3 years longer unhappy   ,0
2254,It's been a year haha unhappy ,0
813,3 little ones.. wish you the best happy  sounds like a fun group,1
552,Best advice on Blogging. happy,1
1361, rocks. next question - where is my astro unhappy  ?,0
1613,I want to but I wouldn't be able to get time off for it and don't know people in my year to go with unhappy  ,0
200,.Is the winner of the donation giveaway,1
1124, i'll give it a try happy,1
1057,Thanks for the recent follow Happy to connect happy  have a great Thursday..26,1
1642,i stayed 3 hours on the phone with aD my bubbyyyyyyy i miss her unhappy ,0
1139,I wanted $25 million and they were only offering 24. smile,1
1615,I cried so much,0
1900,Someone should bring me breakfast to work unhappy ,0
1540,Jonny you and your poor legs make me so sad unhappy  hope you're okay,0
1581,I miss BMF sad ,0
542,And give one to every student and myswlf happy,1
1812,SO PRECIOUS I REALLY MISS HIM unhappy   ,0
109,I would love to win these gorgeous nail polishes :D! Aren't they cute,1
228,I just did happy.1,1
246,Yes,1
83,Here is question 18! Make sure to use in all your tweets  replies happy,1
6,Omg he... kissed... him crying with joy,1
751,a beautiful day happy,1
1775,mager unhappy ,0
2033,we left it all unspoken,0
1263,It's raining so hard unhappy ,0
1130,515 SUBSCRIBERS!!!! :DTHE CONTINUES!,1
263,Thank you mama bear! Ang ganda mo happy,1
878,13 Reasons Why producers: we care about youth mental health :)13RW producers: *show young audience graphic rape and suicide s,1
33,you should post this offer on this website happy,1
838,Mummy,1
1912,This is by far my worst day of 2017 since January 8th unhappy  crying  crying .,0
988,celebrate Hitler's birthday! =D,1
2224, Damn... this just Sucks! unhappy ,0
292,PLEASE THIS BEAUTIFUL PRINCESS HAVE YOUR HELP,1
1710,I miss Temperance Brennan and Seeley Booth so much unhappy ,0
105,Congrats Winner :D and it's Eyounji you did well my girl,1
1488, tolong bantu sampaikan keluhan ARMYs ke dong. Too many complaint here and there since day 1 of ticketing unhappy ,0
198,OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY.1,1
2011,Does anyone have a 7 adapter or 7 earbuds i can borrow for the day? Left mine in my car unhappy ,0
2227, if I can't fix it soon I'll have to delay them until tomorrow unhappy ,0
686,You too man happy,1
2209,and he gave me his pass so like i think a while is never unhappy ,0
204,.- layout- btob happy,1
2160,One year ago today unhappy  .1,0
1880,i havent been this early to school since last semester unhappy ,0
987, just me killin time to say hey! :D,1
794,I think I'm going to check out Even though I hear it's not as good as UE4 I believe it might be cool to tr,1
13,Hello I hope you visit Luxor its amazing city in Egypt pleas check,1
1258,we don%27t talk anymore like we used to do unhappy ,0
44,We love that our bloggers love us so much happy  Thank you for such an amazing review The Perfect Glasses h,1
1497,Hey guys could you help me by retweeting this? I've heard was legitimate and I really need a VPN account rig,0
1567,No more good conversations here unhappy ,0
744,Mmmm... the blood of my enemies... happy,1
615,Hi guys! :)We're looking for to  bartenders/mixologists to work with us at an upcoming event. DM us,1
1807,Haven't played FM in a long time. I really should. unhappy ,0
340,Thanks happy,1
822,EVERY time I think that my skin is getting better,1
1836,i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy ,0
384, that might have cost you $3 a month!!!!   happy,1
223,Unnamed: 223,1
1778,Bapak Tom Cruise. ,0
372,Thanks for the recent follow Happy to connect happy  have a great Thursday..4,1
1176,$ES_F $SPY  Bulls are just relentless  happy   Some setups I like today,1
1067,your always welcome thank you sa treat sa susunod ako happy,1
1231,When will you say hi sunshine ? unhappy  ,0
2301,Hi instant message your friend  friend lang,0
252,Helloo :D Mr Drippy (CallMeErgan),1
68, I'll DM you half naked pictures happy,1
1127, rather than the UK,1
787,Share the love: thanks for being top new followers this week happy.3,1
412,.a scan for your tumblr happy,1
660,In Melbourne please happy,1
1268,Cleantha ,0
743,congrats! :D,1
464,Beetle done and joins Wall-E,1
711, can't wait for those revealing qa's. happy,1
486,mutual: let's talk more!me: for sure!mutual:  happy  me:.5,1
260, you'll be see,1
281,Amazing stuff!!! Thansk for this happy  Birth Control - Gamma Ray (1972),1
328,Seokjinie went to Everland today~ I guess he forgot that he's an idol,1
541,I've been given a Custom Console Bundle to giveaway! happy  this tweet  be following me to enter! Ends,1
282,Noted on this Sir,1
90,congratulations David! Well done Mrs V! Welcome Jessica! happy,1
